Timestamp,J2,J9,J7,J21,J17
2024-01-01 00:00:00,4230.157364236545,3453.1573642365443,4063.1073642365445,3468.2073642365444,4223.707364236544
2024-01-01 01:00:00,4115.85747771803,3520.3574777180297,3787.2574777180293,3437.0574777180295,4174.55747771803
2024-01-01 02:00:00,5605.214105258011,4196.21410525801,6290.01410525801,4081.7141052580105,5593.76410525801
2024-01-01 03:00:00,6877.132948712399,5578.232948712399,8247.4329487124,5594.1829487124,6988.332948712399
2024-01-01 04:00:00,9706.015456835486,7603.965456835488,12444.365456835487,7625.365456835488,9703.815456835488
2024-01-01 05:00:00,12286.598049331265,9919.098049331265,18063.348049331267,9300.648049331265,
2024-01-01 06:00:00,11851.257654464796,10381.057654464797,18499.757654464796,9647.207654464797,15109.457654464797
2024-01-01 07:00:00,10250.490360694537,11395.640360694539,20944.39036069454,10586.740360694537,13041.340360694538
2024-01-01 08:00:00,8597.564970255766,12257.814970255766,23701.564970255768,11506.314970255766,10743.214970255765
2024-01-01 09:00:00,7367.647866438612,13136.74786643861,24730.147866438612,12497.24786643861,8250.39786643861
2024-01-01 10:00:00,6947.693297180473,12572.793297180473,22993.74329718047,12586.693297180473,6970.243297180472
2024-01-01 11:00:00,5452.0407383349975,11836.490738334998,20767.890738334998,11900.290738335,5723.590738334998
2024-01-01 12:00:00,5547.193845248169,11181.99384524817,16542.99384524817,11191.49384524817,5454.843845248169
2024-01-01 13:00:00,5565.062291231274,11158.062291231274,16660.862291231275,11100.962291231273,5631.462291231274
2024-01-01 14:00:00,5515.8815602037785,11858.181560203779,18831.18156020378,11803.331560203778,5517.031560203778
2024-01-01 15:00:00,6982.509383210822,12505.709383210824,23062.659383210823,12566.959383210824,6970.009383210822
2024-01-01 16:00:00,8037.540571098241,12404.690571098243,25304.340571098244,11644.740571098242,9751.290571098243
2024-01-01 17:00:00,9445.692045547876,11678.642045547876,22884.292045547878,10662.592045547875,12423.392045547876
2024-01-01 18:00:00,11277.51207751699,11065.862077516991,19509.512077516993,10053.612077516991,13781.01207751699
2024-01-01 19:00:00,11547.139670731223,10920.939670731223,17539.78967073122,10132.589670731222,14372.089670731222
2024-01-01 20:00:00,11581.248187591553,11165.598187591553,16626.448187591555,10593.648187591554,12653.748187591553
2024-01-01 21:00:00,9749.501147518522,8341.601147518522,12570.401147518523,8317.501147518522,9715.151147518522
2024-01-01 22:00:00,6945.504441574697,6986.354441574697,8111.254441574697,6995.254441574697,6970.904441574698
2024-01-01 23:00:00,5564.199046442356,5633.899046442356,6097.749046442355,5590.149046442356,5496.599046442356
2024-01-02 00:00:00,4205.900861082685,3459.5008610826844,4175.000861082684,3441.350861082685,4133.450861082684
2024-01-02 01:00:00,4204.935014515897,3440.0850145158975,4081.0850145158975,3524.1850145158974,4240.935014515897
2024-01-02 02:00:00,5602.792381453031,4155.492381453031,6259.292381453031,4171.892381453032,5606.292381453031
2024-01-02 03:00:00,6993.798626497751,5509.398626497751,8375.39862649775,5566.598626497751,6848.298626497751
2024-01-02 04:00:00,9741.956388779126,7621.406388779125,12792.656388779127,7637.906388779125,9807.756388779126
2024-01-02 05:00:00,12182.162734135649,9841.012734135647,18053.16273413565,9391.212734135648,13870.062734135648
2024-01-02 06:00:00,11834.497688082247,10297.997688082247,18709.197688082248,9667.247688082247,15009.097688082247
2024-01-02 07:00:00,10099.881548612611,11333.531548612611,20942.38154861261,10364.98154861261,12976.381548612611
2024-01-02 08:00:00,8523.096435967775,12386.996435967774,23448.696435967777,11356.046435967775,10714.496435967774
2024-01-02 09:00:00,7398.111064183082,13209.761064183082,24804.861064183086,12445.611064183082,8375.411064183081
2024-01-02 10:00:00,6981.756474272045,12509.306474272045,22995.706474272047,12594.556474272045,6923.906474272046
2024-01-02 11:00:00,5510.064569460984,11809.814569460985,20859.264569460982,11838.864569460984,5541.014569460984
2024-01-02 12:00:00,5576.448314995156,11036.548314995156,16679.548314995154,11092.248314995155,5693.298314995155
2024-01-02 13:00:00,5585.15080738092,11087.300807380921,16663.45080738092,11179.25080738092,5539.40080738092
2024-01-02 14:00:00,5540.8997560780845,11755.049756078086,18715.149756078084,,5618.1497560780845
2024-01-02 15:00:00,,12383.249026017334,23015.09902601734,12493.899026017336,6921.699026017335
2024-01-02 16:00:00,7907.979663086193,12387.629663086194,25152.479663086193,11544.429663086194,9835.579663086193
2024-01-02 17:00:00,9436.536347249135,11649.536347249135,23077.286347249137,10789.736347249134,12564.086347249135
2024-01-02 18:00:00,11168.099518849947,10933.399518849948,19257.649518849947,9945.149518849948,14467.399518849948
2024-01-02 19:00:00,11553.954831301287,10867.904831301288,17938.70483130129,10215.704831301287,14323.154831301288
2024-01-02 20:00:00,11768.45171308714,11148.10171308714,16937.25171308714,10592.45171308714,12468.95171308714
2024-01-02 21:00:00,9722.146099430433,8313.096099430433,12611.396099430434,8316.796099430434,9830.446099430434
2024-01-02 22:00:00,6892.239855649169,6893.839855649169,8443.039855649171,6942.1398556491695,6941.339855649169
2024-01-02 23:00:00,5640.981679976912,5551.981679976912,6277.081679976913,5568.0316799769125,5478.681679976913
2024-01-03 00:00:00,4151.369910040916,3511.419910040915,4141.519910040915,3499.8699100409153,4094.8699100409153
2024-01-03 01:00:00,4122.357702552888,3467.5077025528885,4069.5577025528887,3578.457702552889,4110.407702552889
2024-01-03 02:00:00,5558.775688284086,4180.275688284086,6464.675688284086,4198.9256882840855,5554.725688284086
2024-01-03 03:00:00,6920.331538564083,5578.931538564083,8353.981538564083,5589.231538564082,6948.681538564083
2024-01-03 04:00:00,9747.298689146122,7752.948689146122,12340.498689146121,7734.498689146121,9778.14868914612
2024-01-03 05:00:00,12232.62684955811,9769.02684955811,18040.62684955811,9408.42684955811,13941.67684955811
2024-01-03 06:00:00,11865.91160106794,10443.96160106794,18471.861601067943,9654.911601067939,15008.16160106794
2024-01-03 07:00:00,10237.400930960946,11358.900930960946,20993.400930960946,10413.500930960945,12981.650930960946
2024-01-03 08:00:00,8651.728922501767,12348.728922501767,23397.07892250177,11394.628922501768,10821.978922501767
2024-01-03 09:00:00,7324.548328766341,13314.148328766343,24774.098328766344,12530.548328766343,8277.898328766341
2024-01-03 10:00:00,6990.950250583883,12575.300250583883,22851.550250583885,12501.000250583882,7064.500250583882
2024-01-03 11:00:00,5653.157531296347,11858.957531296348,20855.957531296346,11791.707531296348,5594.707531296347
2024-01-03 12:00:00,5624.996335048855,11211.696335048857,16819.746335048854,11191.646335048858,5659.396335048856
2024-01-03 13:00:00,5541.856538784078,11156.706538784078,16615.506538784077,11106.956538784078,
2024-01-03 14:00:00,5625.598034221648,11866.89803422165,18529.89803422165,11896.248034221648,5628.648034221648
2024-01-03 15:00:00,6934.112675453474,12531.612675453474,22933.862675453474,12604.312675453475,6907.462675453475
2024-01-03 16:00:00,8046.091430108836,12391.341430108836,25367.241430108836,11598.141430108837,9813.641430108835
2024-01-03 17:00:00,9498.908716109572,11789.408716109574,24413.458716109573,10709.408716109574,12481.358716109573
2024-01-03 18:00:00,11200.22113443223,10902.42113443223,19422.47113443223,10071.17113443223,14686.07113443223
2024-01-03 19:00:00,11541.196822021982,10938.796822021983,17788.146822021983,10232.346822021982,14402.846822021982
2024-01-03 20:00:00,11680.506825564195,11106.606825564195,16580.106825564195,10553.306825564196,12575.306825564196
2024-01-03 21:00:00,9655.041902980176,8315.541902980176,12692.691902980176,8333.091902980175,9725.491902980175
2024-01-03 22:00:00,6981.881789809024,6936.131789809024,8279.881789809022,6959.031789809023,6990.581789809024
2024-01-03 23:00:00,5684.050216070289,5560.350216070289,6457.45021607029,5561.500216070289,5478.600216070289
2024-01-04 00:00:00,4228.25685988149,3487.7068598814894,4447.40685988149,3428.4568598814894,4325.206859881489
2024-01-04 01:00:00,4186.393179300258,3583.943179300258,4371.493179300258,3534.3431793002583,4049.293179300258
