Timestamp,J10,J19,J23,J31,J4,J24,J5,J15
2024-01-01 00:00:00,112.41307632707515,113.01307632707514,115.86307632707515,118.26307632707514,132.81307632707515,110.91307632707515,117.71307632707514,117.31307632707515
2024-01-01 01:00:00,111.70265187356317,112.60265187356318,115.90265187356317,118.15265187356317,132.80265187356318,110.95265187356317,118.20265187356317,116.75265187356317
2024-01-01 02:00:00,104.42277103612412,104.47277103612412,107.27277103612411,109.07277103612412,132.6227710361241,103.72277103612412,111.17277103612412,107.87277103612412
2024-01-01 03:00:00,91.70936846522707,92.05936846522708,93.60936846522708,96.45936846522707,132.25936846522708,89.90936846522708,99.35936846522708,97.65936846522708
2024-01-01 04:00:00,58.146485855048226,60.09648585504822,62.09648585504822,65.69648585504822,131.49648585504823,57.646485855048226,69.29648585504822,68.49648585504822
2024-01-01 05:00:00,16.744476524051716,19.69447652405172,20.094476524051718,23.094476524051718,130.34447652405171,15.944476524051717,29.794476524051717,30.14447652405172
2024-01-01 06:00:00,8.762433415029736,12.412433415029737,13.212433415029738,16.062433415029737,130.16243341502974,8.762433415029736,23.762433415029736,22.812433415029737
2024-01-01 07:00:00,11.842070457734698,13.342070457734698,15.792070457734697,17.492070457734695,130.1920704577347,10.042070457734697,26.242070457734695,23.592070457734696
2024-01-01 08:00:00,12.145902617205415,13.695902617205416,15.245902617205415,18.045902617205417,130.29590261720543,10.245902617205415,27.44590261720542,26.045902617205417
2024-01-01 09:00:00,17.097604281085452,19.097604281085452,20.29760428108545,22.24760428108545,130.49760428108544,15.49760428108545,31.79760428108545,31.347604281085452
2024-01-01 10:00:00,25.103556533932764,27.103556533932764,27.803556533932763,30.253556533932763,130.70355653393278,21.903556533932765,38.80355653393276,37.65355653393276
2024-01-01 11:00:00,40.19806541637039,42.99806541637039,43.64806541637039,45.74806541637039,131.0980654163704,38.29806541637039,53.64806541637039,51.94806541637039
2024-01-01 12:00:00,54.1868302910352,57.6868302910352,57.3868302910352,60.8868302910352,131.43683029103522,54.4368302910352,66.4368302910352,66.4868302910352
2024-01-01 13:00:00,53.761620797379905,57.46162079737991,57.011620797379905,61.511620797379905,131.51162079737992,53.46162079737991,67.5116207973799,64.8116207973799
2024-01-01 14:00:00,47.395956013512155,47.74595601351215,49.74595601351215,51.54595601351215,131.29595601351215,44.74595601351215,59.49595601351215,56.895956013512155
2024-01-01 15:00:00,25.070199352687997,26.470199352688,27.270199352687996,29.970199352688,130.770199352688,23.120199352687997,37.720199352688,37.520199352687996
2024-01-01 16:00:00,14.503039900072599,16.6030399000726,17.453039900072596,20.3530399000726,130.4030399000726,12.7030399000726,28.9530399000726,27.9530399000726
2024-01-01 17:00:00,8.662672074844021,11.912672074844021,11.662672074844021,14.762672074844021,130.21267207484405,6.862672074844022,23.962672074844026,23.162672074844025
2024-01-01 18:00:00,9.656308615141809,10.756308615141808,11.806308615141809,15.10630861514181,130.15630861514182,8.556308615141809,22.85630861514181,21.45630861514181
2024-01-01 19:00:00,13.963150562714567,13.663150562714566,15.413150562714566,16.66315056271457,130.31315056271458,10.763150562714566,25.16315056271457,24.41315056271457
2024-01-01 20:00:00,19.655703389962646,21.855703389962645,21.455703389962647,25.305703389962645,130.55570338996264,18.055703389962645,33.00570338996265,32.95570338996265
2024-01-01 21:00:00,55.202351688339924,57.10235168833992,59.50235168833992,61.65235168833993,131.45235168833995,53.702351688339924,66.25235168833991,65.35235168833992
2024-01-01 22:00:00,86.01093234091857,86.56093234091858,88.31093234091858,92.06093234091858,132.26093234091857,84.21093234091857,93.96093234091857,92.06093234091858
2024-01-01 23:00:00,98.47485972114592,99.97485972114592,102.47485972114592,,132.62485972114592,97.67485972114592,106.62485972114592,104.62485972114592
2024-01-02 00:00:00,111.84730203061396,113.34730203061396,114.94730203061395,118.34730203061396,132.94730203061397,111.94730203061395,119.04730203061396,114.94730203061395
2024-01-02 01:00:00,110.25794926987724,113.05794926987726,116.10794926987725,118.10794926987725,133.00794926987726,111.05794926987726,118.20794926987725,116.95794926987725
2024-01-02 02:00:00,103.34994755077491,104.19994755077491,106.09994755077491,110.59994755077491,132.7499475507749,103.14994755077491,109.59994755077491,108.7499475507749
2024-01-02 03:00:00,89.60506059020494,92.25506059020493,94.05506059020495,97.60506059020494,132.45506059020494,88.40506059020494,98.70506059020494,97.00506059020493
2024-01-02 04:00:00,60.40042158557577,60.350421585575766,63.000421585575765,67.10042158557577,131.60042158557576,58.90042158557577,68.80042158557576,69.40042158557577
2024-01-02 05:00:00,16.3784225711429,18.828422571142898,19.728422571142897,22.328422571142898,130.5284225711429,14.878422571142897,31.078422571142898,29.1284225711429
2024-01-02 06:00:00,10.897998132822618,12.09799813282262,13.947998132822619,16.69799813282262,130.29799813282264,9.797998132822618,24.04799813282262,22.447998132822622
2024-01-02 07:00:00,11.409995550728086,13.459995550728086,14.209995550728086,17.859995550728087,130.3599955507281,11.109995550728087,26.709995550728088,22.909995550728087
2024-01-02 08:00:00,12.742347933767315,14.192347933767316,14.892347933767315,,130.44234793376734,10.592347933767316,26.042347933767314,25.242347933767313
2024-01-02 09:00:00,17.859209464430716,19.609209464430716,21.309209464430715,22.309209464430715,130.6092094644307,16.309209464430715,31.809209464430715,31.309209464430715
2024-01-02 10:00:00,31.251836091643902,26.101836091643904,27.051836091643903,28.701836091643905,130.8518360916439,22.701836091643905,37.1518360916439,38.351836091643904
2024-01-02 11:00:00,40.698085094691464,42.09808509469146,43.24808509469146,45.89808509469147,131.29808509469146,39.048085094691466,53.74808509469146,53.798085094691466
2024-01-02 12:00:00,54.80905815385284,56.859058153852835,57.859058153852835,61.45905815385284,131.60905815385283,54.15905815385284,66.20905815385284,65.70905815385284
2024-01-02 13:00:00,55.706810315435646,57.106810315435645,57.40681031543565,59.80681031543565,131.60681031543564,54.956810315435646,66.65681031543565,65.15681031543565
2024-01-02 14:00:00,45.25420547071198,47.60420547071198,49.10420547071198,53.10420547071198,131.404205470712,45.00420547071198,58.20420547071198,58.25420547071198
2024-01-02 15:00:00,25.560159002027806,26.260159002027805,26.610159002027807,29.260159002027805,130.86015900202779,22.160159002027807,38.21015900202781,38.010159002027805
2024-01-02 16:00:00,14.852030983195887,17.052030983195888,17.552030983195888,19.60203098319589,130.5520309831959,12.602030983195887,27.752030983195887,27.10203098319589
2024-01-02 17:00:00,9.33355333967011,11.73355333967011,12.73355333967011,,130.33355333967012,6.03355333967011,23.98355333967011,22.63355333967011
2024-01-02 18:00:00,9.296218791268677,11.246218791268676,11.896218791268677,15.346218791268678,130.2962187912687,7.996218791268677,22.69621879126868,21.19621879126868
2024-01-02 19:00:00,11.631955975772202,12.981955975772202,15.681955975772203,17.981955975772202,130.4319559757722,10.231955975772202,26.831955975772203,24.431955975772205
2024-01-02 20:00:00,19.756573648262087,23.10657364826209,22.806573648262088,25.806573648262088,130.7065736482621,17.90657364826209,33.55657364826209,32.706573648262086
2024-01-02 21:00:00,55.30896199839293,56.30896199839293,58.55896199839293,62.50896199839293,131.65896199839293,55.15896199839293,68.25896199839293,65.35896199839294
2024-01-02 22:00:00,85.45941702242133,85.90941702242134,88.90941702242134,91.95941702242133,132.35941702242133,83.55941702242134,93.70941702242133,92.65941702242134
2024-01-02 23:00:00,99.20489094699231,98.30489094699232,103.70489094699231,105.15489094699231,132.7548909469923,98.5048909469923,106.7548909469923,103.95489094699231
2024-01-03 00:00:00,112.25967925129389,111.8596792512939,115.1596792512939,118.0596792512939,133.1096792512939,111.0596792512939,118.45967925129389,115.5596792512939
2024-01-03 01:00:00,113.13423396661733,111.88423396661733,115.98423396661732,119.83423396661733,133.08423396661732,112.28423396661734,118.88423396661733,115.88423396661733
2024-01-03 02:00:00,103.04892433078207,104.94892433078206,107.09892433078207,110.54892433078207,132.89892433078205,103.09892433078207,110.84892433078207,108.89892433078207
2024-01-03 03:00:00,90.43585084011193,92.38585084011193,93.68585084011193,97.33585084011193,132.53585084011192,90.38585084011193,98.63585084011193,96.53585084011193
2024-01-03 04:00:00,58.44641670387195,60.89641670387195,61.69641670387195,66.19641670387195,131.74641670387194,57.39641670387195,69.14641670387195,70.24641670387194
2024-01-03 05:00:00,17.516162517359327,18.466162517359326,19.566162517359327,22.316162517359327,130.66616251735934,15.666162517359329,31.366162517359328,30.116162517359328
2024-01-03 06:00:00,10.410932371823547,10.260932371823547,14.710932371823548,16.060932371823547,130.46093237182356,10.310932371823547,24.260932371823547,24.060932371823547
2024-01-03 07:00:00,11.506622854064744,12.656622854064745,14.006622854064744,17.456622854064744,130.50662285406474,10.306622854064745,24.856622854064746,24.806622854064745
2024-01-03 08:00:00,12.598183797713995,13.298183797713994,15.048183797713994,17.94818379771399,130.598183797714,9.298183797713994,27.748183797713992,26.548183797713993
2024-01-03 09:00:00,17.140064052155548,19.090064052155547,20.390064052155548,23.640064052155548,130.74006405215553,15.790064052155545,30.740064052155546,30.040064052155547
2024-01-03 10:00:00,26.151870276837847,26.301870276837846,26.951870276837848,29.701870276837848,131.00187027683785,22.651870276837847,38.801870276837846,38.551870276837846
2024-01-03 11:00:00,41.26110675831822,43.21110675831822,43.811106758318225,47.061106758318225,131.41110675831823,31.911106758318226,54.36110675831822,53.661106758318226
2024-01-03 12:00:00,55.6540987148926,56.804098714892596,58.1540987148926,61.704098714892595,131.8040987148926,53.704098714892595,66.4540987148926,65.50409871489259
2024-01-03 13:00:00,54.63414309210816,56.63414309210816,58.38414309210816,62.33414309210816,131.68414309210817,54.83414309210816,67.08414309210816,66.08414309210816
2024-01-03 14:00:00,47.20104610897116,48.00104610897116,48.051046108971164,53.45104610897116,131.55104610897118,45.60104610897116,58.10104610897116,57.60104610897116
2024-01-03 15:00:00,24.33086671807934,26.38086671807934,27.83086671807934,28.730866718079337,,22.780866718079338,38.03086671807934,37.580866718079335
2024-01-03 16:00:00,15.108041838331062,17.45804183833106,17.85804183833106,20.75804183833106,130.70804183833107,12.75804183833106,28.958041838331063,27.60804183833106
